session,order,algorithm,N,sample,iterations_per_sample,ns_per_transform
2,15,auto,509,30,33,59188.8787879
2,27,bluestein,509,0,16,77752.4375
2,27,bluestein,509,1,16,78029.6875
2,27,bluestein,509,2,16,77139.625
2,27,bluestein,509,3,16,76906.1875
2,27,bluestein,509,4,16,78379
2,27,bluestein,509,5,16,76952.4375
2,27,bluestein,509,6,16,76867.375
2,27,bluestein,509,7,16,79102.5625
2,27,bluestein,509,8,16,76917.4375
2,27,bluestein,509,9,16,76938.0625
2,27,bluestein,509,10,16,78969.875
2,27,bluestein,509,11,16,76919.3125
2,27,bluestein,509,12,16,76886.75
2,27,bluestein,509,13,16,78681.3125
2,27,bluestein,509,14,16,76869.25
2,27,bluestein,509,15,16,76854.8125
2,27,bluestein,509,16,16,76872.375
2,27,bluestein,509,17,16,79132
2,27,bluestein,509,18,16,77143.375
2,27,bluestein,509,19,16,76887.375
2,27,bluestein,509,20,16,78658.1875
2,27,bluestein,509,21,16,76867.3125
2,27,bluestein,509,22,16,76866.75
2,27,bluestein,509,23,16,78747.0625
2,27,bluestein,509,24,16,76867.3125
2,27,bluestein,509,25,16,76886.125
2,27,bluestein,509,26,16,78827.75
2,27,bluestein,509,27,16,76966.25
2,27,bluestein,509,28,16,77001.9375
2,27,bluestein,509,29,16,77826.9375
2,27,bluestein,509,30,16,77733.625
2,28,mixed-radix,509,0,1,5775172
2,28,mixed-radix,509,1,1,5425593
2,28,mixed-radix,509,2,1,5311314
2,28,mixed-radix,509,3,1,5447685
2,28,mixed-radix,509,4,1,5690076
2,28,mixed-radix,509,5,1,6508222
2,28,mixed-radix,509,6,1,5534104
2,28,mixed-radix,509,7,1,5911565
2,28,mixed-radix,509,8,1,5939356
2,28,mixed-radix,509,9,1,7134182
2,28,mixed-radix,509,10,1,5599891
2,28,mixed-radix,509,11,1,5393916
2,28,mixed-radix,509,12,1,5445242
2,28,mixed-radix,509,13,1,5758728
2,28,mixed-radix,509,14,1,5404622
2,28,mixed-radix,509,15,1,5365173
2,28,mixed-radix,509,16,1,5401707
2,28,mixed-radix,509,17,1,5395479
2,28,mixed-radix,509,18,1,5356420
2,28,mixed-radix,509,19,1,5338754
2,28,mixed-radix,509,20,1,5531470
2,28,mixed-radix,509,21,1,5317262
2,28,mixed-radix,509,22,1,5303962
2,28,mixed-radix,509,23,1,5321288
2,28,mixed-radix,509,24,1,5296731
2,28,mixed-radix,509,25,1,5569637
2,28,mixed-radix,509,26,1,5496068
2,28,mixed-radix,509,27,1,5309280
2,28,mixed-radix,509,28,1,5452062
2,28,mixed-radix,509,29,1,5335198
2,28,mixed-radix,509,30,1,5673642
2,38,rader,509,0,32,58602.09375
2,38,rader,509,1,32,63646.15625
2,38,rader,509,2,32,63126.9375
2,38,rader,509,3,32,64592.53125
2,38,rader,509,4,32,62653.75
2,38,rader,509,5,32,62957.625
2,38,rader,509,6,32,59910.59375
2,38,rader,509,7,32,61551.46875
2,38,rader,509,8,32,58377.0625
2,38,rader,509,9,32,60700.53125
2,38,rader,509,10,32,58493.5
2,38,rader,509,11,32,61235.0625
2,38,rader,509,12,32,59000.15625
2,38,rader,509,13,32,60735.28125
2,38,rader,509,14,32,58395.21875
2,38,rader,509,15,32,60532.4375
2,38,rader,509,16,32,58407.125
2,38,rader,509,17,32,60445.125
2,38,rader,509,18,32,58481.625
2,38,rader,509,19,32,60629.15625
2,38,rader,509,20,32,58212.75
2,38,rader,509,21,32,60215.75
2,38,rader,509,22,32,58822.40625
2,38,rader,509,23,32,60727.125
2,38,rader,509,24,32,58901.90625
2,38,rader,509,25,32,59612.96875
2,38,rader,509,26,32,59397.03125
2,38,rader,509,27,32,58287.5625
2,38,rader,509,28,32,60306.15625
2,38,rader,509,29,32,58276.90625
2,38,rader,509,30,32,59993.84375
