session,order,algorithm,N,sample,iterations_per_sample,ns_per_transform
1,18,bluestein,509,20,14,117601.142857
1,18,bluestein,509,21,14,136949.285714
1,18,bluestein,509,22,14,77046.6428571
1,18,bluestein,509,23,14,78775.6428571
1,18,bluestein,509,24,14,81838
1,18,bluestein,509,25,14,81167.0714286
1,18,bluestein,509,26,14,77005.8571429
1,18,bluestein,509,27,14,83810.2857143
1,18,bluestein,509,28,14,79470.2142857
1,18,bluestein,509,29,14,76995.8571429
1,18,bluestein,509,30,14,77000.1428571
1,26,dft,509,0,1,4946721
1,26,dft,509,1,1,4622850
1,26,dft,509,2,1,4363935
1,26,dft,509,3,1,4365257
1,26,dft,509,4,1,4302985
1,26,dft,509,5,1,4349173
1,26,dft,509,6,1,4508420
1,26,dft,509,7,1,4431385
1,26,dft,509,8,1,4719513
1,26,dft,509,9,1,4553347
1,26,dft,509,10,1,5630457
1,26,dft,509,11,1,4337301
1,26,dft,509,12,1,4312228
1,26,dft,509,13,1,4290486
1,26,dft,509,14,1,4332369
1,26,dft,509,15,1,4356694
1,26,dft,509,16,1,4335914
1,26,dft,509,17,1,4303595
1,26,dft,509,18,1,4409072
1,26,dft,509,19,1,4244938
1,26,dft,509,20,1,4386369
1,26,dft,509,21,1,4258228
1,26,dft,509,22,1,4250537
1,26,dft,509,23,1,4243977
1,26,dft,509,24,1,4243666
1,26,dft,509,25,1,4232029
1,26,dft,509,26,1,4402793
1,26,dft,509,27,1,4332379
1,26,dft,509,28,1,4300010
1,26,dft,509,29,1,4246220
1,26,dft,509,30,1,4397065
1,28,rader,509,0,34,59879.2647059
1,28,rader,509,1,34,58581.1764706
1,28,rader,509,2,34,59592.6764706
1,28,rader,509,3,34,58515.2058824
1,28,rader,509,4,34,63054.5882353
1,28,rader,509,5,34,58454.2058824
1,28,rader,509,6,34,59337.2941176
1,28,rader,509,7,34,58804.4411765
1,28,rader,509,8,34,59382.0588235
1,28,rader,509,9,34,58473.3823529
1,28,rader,509,10,34,59227.4117647
1,28,rader,509,11,34,58502.2352941
1,28,rader,509,12,34,59825.9705882
1,28,rader,509,13,34,58881.9117647
1,28,rader,509,14,34,59313.7058824
1,28,rader,509,15,34,58810.0294118
1,28,rader,509,16,34,61669.8823529
1,28,rader,509,17,34,58639.7941176
1,28,rader,509,18,34,59706.9705882
1,28,rader,509,19,34,58737.8823529
1,28,rader,509,20,34,59444.7941176
1,28,rader,509,21,34,62947.6764706
1,28,rader,509,22,34,59867.5
1,28,rader,509,23,34,60826.2647059
1,28,rader,509,24,34,59090.4705882
1,28,rader,509,25,34,59497.8235294
1,28,rader,509,26,34,63103.5
1,28,rader,509,27,34,62051.0294118
1,28,rader,509,28,34,58628.8823529
1,28,rader,509,29,34,59945.2352941
1,28,rader,509,30,34,58609.1764706
1,38,auto,509,0,16,78288.1875
1,38,auto,509,1,16,58929.4375
1,38,auto,509,2,16,58402.4375
1,38,auto,509,3,16,58359.25
1,38,auto,509,4,16,66366.125
1,38,auto,509,5,16,58457.5
1,38,auto,509,6,16,59181.0625
1,38,auto,509,7,16,58453.75
1,38,auto,509,8,16,59122.25
1,38,auto,509,9,16,59565.375
1,38,auto,509,10,16,58388.0625
1,38,auto,509,11,16,62648.0625
1,38,auto,509,12,16,59957.875
1,38,auto,509,13,16,62614.9375
1,38,auto,509,14,16,58396.125
1,38,auto,509,15,16,58391.1875
1,38,auto,509,16,16,58567.625
1,38,auto,509,17,16,60289
1,38,auto,509,18,16,59264.9375
1,38,auto,509,19,16,59074.0625
1,38,auto,509,20,16,59119.125
1,38,auto,509,21,16,60588.75
1,38,auto,509,22,16,58639.0625
1,38,auto,509,23,16,65317.6875
1,38,auto,509,24,16,58331.0625
1,38,auto,509,25,16,61568.375
1,38,auto,509,26,16,69242.25
1,38,auto,509,27,16,67145.4375
1,38,auto,509,28,16,58509.4375
1,38,auto,509,29,16,61356.1875
1,38,auto,509,30,16,60839.1875
