session,order,algorithm,N,sample,iterations_per_sample,ns_per_transform
0,4,stockham-radix2,1024,0,16,102215
0,4,stockham-radix2,1024,1,16,105141.875
0,4,stockham-radix2,1024,2,16,102284.5
0,4,stockham-radix2,1024,3,16,103030
0,4,stockham-radix2,1024,4,16,104203
0,4,stockham-radix2,1024,5,16,102451
0,4,stockham-radix2,1024,6,16,108640.8125
0,4,stockham-radix2,1024,7,16,103014.375
0,4,stockham-radix2,1024,8,16,102199.375
0,4,stockham-radix2,1024,9,16,107078.5
0,4,stockham-radix2,1024,10,16,102194.375
0,4,stockham-radix2,1024,11,16,104505.9375
0,4,stockham-radix2,1024,12,16,102203.125
0,4,stockham-radix2,1024,13,16,104527.1875
0,4,stockham-radix2,1024,14,16,102199.375
0,4,stockham-radix2,1024,15,16,102200
0,4,stockham-radix2,1024,16,16,103795.5
0,4,stockham-radix2,1024,17,16,102412.1875
0,4,stockham-radix2,1024,18,16,103755.4375
0,4,stockham-radix2,1024,19,16,102306.4375
0,4,stockham-radix2,1024,20,16,102193.75
0,4,stockham-radix2,1024,21,16,103682.1875
0,4,stockham-radix2,1024,22,16,102205
0,4,stockham-radix2,1024,23,16,103800.5
0,4,stockham-radix2,1024,24,16,102215.6875
0,4,stockham-radix2,1024,25,16,102222.5
0,4,stockham-radix2,1024,26,16,104248.0625
0,4,stockham-radix2,1024,27,16,102201.875
0,4,stockham-radix2,1024,28,16,103620.25
0,4,stockham-radix2,1024,29,16,102466.0625
0,4,stockham-radix2,1024,30,16,103804.875
0,12,auto,1024,0,129,15864.8139535
0,12,auto,1024,1,129,15314.6124031
0,12,auto,1024,2,129,15604.2790698
0,12,auto,1024,3,129,15314.9302326
0,12,auto,1024,4,129,17391.503876
0,12,auto,1024,5,129,16035.8449612
0,12,auto,1024,6,129,15745.8837209
0,12,auto,1024,7,129,15362.1317829
0,12,auto,1024,8,129,16774.6976744
0,12,auto,1024,9,129,17128.627907
0,12,auto,1024,10,129,16226.9069767
0,12,auto,1024,11,129,16212
0,12,auto,1024,12,129,15355.7674419
0,12,auto,1024,13,129,15522.9922481
0,12,auto,1024,14,129,16072.7984496
0,12,auto,1024,15,129,17457.1860465
0,12,auto,1024,16,129,16033.5968992
0,12,auto,1024,17,129,18087.6511628
0,12,auto,1024,18,129,15338.8449612
0,12,auto,1024,19,129,17331.6434109
0,12,auto,1024,20,129,15313.6899225
0,12,auto,1024,21,129,15690.9147287
0,12,auto,1024,22,129,15318.9689922
0,12,auto,1024,23,129,15516.0077519
0,12,auto,1024,24,129,15950.3643411
0,12,auto,1024,25,129,15880.1162791
0,12,auto,1024,26,129,15912.4031008
0,12,auto,1024,27,129,15729.7364341
0,12,auto,1024,28,129,15345.3643411
0,12,auto,1024,29,129,15596.124031
0,12,auto,1024,30,129,15493.4108527
0,13,dft,1024,0,1,17165970
0,13,dft,1024,1,1,17211388
0,13,dft,1024,2,1,17001666
0,13,dft,1024,3,1,16960003
0,13,dft,1024,4,1,16959142
0,13,dft,1024,5,1,16815079
0,13,dft,1024,6,1,17197707
0,13,dft,1024,7,1,17401401
0,13,dft,1024,8,1,16811463
0,13,dft,1024,9,1,16845263
0,13,dft,1024,10,1,17009358
0,13,dft,1024,11,1,16843400
0,13,dft,1024,12,1,16733377
0,13,dft,1024,13,1,16758194
0,13,dft,1024,14,1,16806546
0,13,dft,1024,15,1,16810091
0,13,dft,1024,16,1,16994956
0,13,dft,1024,17,1,17049717
0,13,dft,1024,18,1,16748509
0,13,dft,1024,19,1,16918402
0,13,dft,1024,20,1,16980434
0,13,dft,1024,21,1,17350374
0,13,dft,1024,22,1,17112551
0,13,dft,1024,23,1,16865863
0,13,dft,1024,24,1,16759025
0,13,dft,1024,25,1,16691575
0,13,dft,1024,26,1,16689893
0,13,dft,1024,27,1,16723032
0,13,dft,1024,28,1,16767958
0,13,dft,1024,29,1,16968727
0,13,dft,1024,30,1,16823992
0,15,bluestein,1024,0,12,167210.166667
0,15,bluestein,1024,1,12,162312.916667
0,15,bluestein,1024,2,12,165854
0,15,bluestein,1024,3,12,162266.083333
0,15,bluestein,1024,4,12,166827.083333
0,15,bluestein,1024,5,12,162267
0,15,bluestein,1024,6,12,164088
0,15,bluestein,1024,7,12,162535.75
0,15,bluestein,1024,8,12,164084.666667
0,15,bluestein,1024,9,12,169549.5
0,15,bluestein,1024,10,12,165833.083333
0,15,bluestein,1024,11,12,161853.916667
0,15,bluestein,1024,12,12,163497.083333
0,15,bluestein,1024,13,12,161833
0,15,bluestein,1024,14,12,163676.583333
0,15,bluestein,1024,15,12,161919.833333
0,15,bluestein,1024,16,12,163500.416667
0,15,bluestein,1024,17,12,161804.666667
0,15,bluestein,1024,18,12,164130.583333
0,15,bluestein,1024,19,12,162145.083333
0,15,bluestein,1024,20,12,163639.833333
0,15,bluestein,1024,21,12,169437.666667
0,15,bluestein,1024,22,12,166267.916667
0,15,bluestein,1024,23,12,162113.416667
0,15,bluestein,1024,24,12,164128.916667
0,15,bluestein,1024,25,12,162174.333333
0,15,bluestein,1024,26,12,164567.916667
0,15,bluestein,1024,27,12,162246.083333
0,15,bluestein,1024,28,12,164049.583333
0,15,bluestein,1024,29,12,162404.75
0,15,bluestein,1024,30,12,163949.416667
0,16,mixed-radix,1024,0,8,247147.25
0,16,mixed-radix,1024,1,8,243140.125
0,16,mixed-radix,1024,2,8,245636.25
0,16,mixed-radix,1024,3,8,243306.625
0,16,mixed-radix,1024,4,8,246264.625
0,16,mixed-radix,1024,5,8,243705.875
0,16,mixed-radix,1024,6,8,245998
0,16,mixed-radix,1024,7,8,258306.375
0,16,mixed-radix,1024,8,8,249726.125
0,16,mixed-radix,1024,9,8,253864.875
0,16,mixed-radix,1024,10,8,247724.375
