session,order,algorithm,N,sample,iterations_per_sample,ns_per_transform
1,1,mixed-radix,64,0,154,11477.7077922
1,1,mixed-radix,64,1,154,11078.5454545
1,1,mixed-radix,64,2,154,10334.1883117
1,1,mixed-radix,64,3,154,10821.7272727
1,1,mixed-radix,64,4,154,12364.8701299
1,1,mixed-radix,64,5,154,10623.5194805
1,1,mixed-radix,64,6,154,10367.6103896
1,1,mixed-radix,64,7,154,10708.1233766
1,1,mixed-radix,64,8,154,10391.3506494
1,1,mixed-radix,64,9,154,11023.1363636
1,1,mixed-radix,64,10,154,10454.5
1,1,mixed-radix,64,11,154,10889.7532468
1,1,mixed-radix,64,12,154,10367.0974026
1,1,mixed-radix,64,13,154,10956.9285714
1,1,mixed-radix,64,14,154,10596.461039
1,1,mixed-radix,64,15,154,10427.7727273
1,1,mixed-radix,64,16,154,10120.1688312
1,1,mixed-radix,64,17,154,10328.1428571
1,1,mixed-radix,64,18,154,10062.1623377
1,1,mixed-radix,64,19,154,10241.7792208
1,1,mixed-radix,64,20,154,10946.1363636
1,1,mixed-radix,64,21,154,10088.8246753
1,1,mixed-radix,64,22,154,10350.1233766
1,1,mixed-radix,64,23,154,10072.8896104
1,1,mixed-radix,64,24,154,10663.2467532
1,1,mixed-radix,64,25,154,11382.6298701
1,1,mixed-radix,64,26,154,10449.1038961
1,1,mixed-radix,64,27,154,10372.8831169
1,1,mixed-radix,64,28,154,10067.1038961
1,1,mixed-radix,64,29,154,10975.8571429
1,1,mixed-radix,64,30,154,10439.6038961
1,2,auto,64,0,2041,697.445369917
1,2,auto,64,1,2041,731.159725625
1,2,auto,64,2,2041,669.118079373
1,2,auto,64,3,2041,690.752082313
1,2,auto,64,4,2041,690.889759922
1,2,auto,64,5,2041,667.591866732
1,2,auto,64,6,2041,754.933855953
1,2,auto,64,7,2041,724.408133268
1,2,auto,64,8,2041,691.007349339
1,2,auto,64,9,2041,697.052425282
1,2,auto,64,10,2041,690.006369427
1,2,auto,64,11,2041,729.084762371
1,2,auto,64,12,2041,701.890739833
1,2,auto,64,13,2041,668.553160216
1,2,auto,64,14,2041,689.756491916
1,2,auto,64,15,2041,669.034296913
1,2,auto,64,16,2041,669.412052915
1,2,auto,64,17,2041,681.022048016
1,2,auto,64,18,2041,668.89710926
1,2,auto,64,19,2041,714.089171975
1,2,auto,64,20,2041,707.023027927
1,2,auto,64,21,2041,907.900048996
1,2,auto,64,22,2041,743.098481137
1,2,auto,64,23,2041,752.544341009
1,2,auto,64,24,2041,804.075453209
1,2,auto,64,25,2041,749.305242528
1,2,auto,64,26,2041,689.692307692
1,2,auto,64,27,2041,670.707986281
1,2,auto,64,28,2041,784.295933366
1,2,auto,64,29,2041,1525.94708476
1,2,auto,64,30,2041,694.490935816
1,4,split-radix,64,0,733,2753.02592087
1,4,split-radix,64,1,733,2772.10095498
1,4,split-radix,64,2,733,2757.42701228
1,4,split-radix,64,3,733,2903.04502046
1,4,split-radix,64,4,733,2865.40381992
1,4,split-radix,64,5,733,2962.96998636
1,4,split-radix,64,6,733,2760.35061392
1,4,split-radix,64,7,733,2954.473397
1,4,split-radix,64,8,733,2805.42428377
1,4,split-radix,64,9,733,2935.93860846
1,4,split-radix,64,10,733,2891.13096862
1,4,split-radix,64,11,733,2776.0218281
1,4,split-radix,64,12,733,2817.99454297
1,4,split-radix,64,13,733,2736.18008186
1,4,split-radix,64,14,733,4329.61391542
1,4,split-radix,64,15,733,2735.67530696
1,4,split-radix,64,16,733,3016.76125512
1,4,split-radix,64,17,733,2781.59618008
1,4,split-radix,64,18,733,2912.09004093
1,4,split-radix,64,19,733,2738.14870396
1,4,split-radix,64,20,733,3078.66030014
1,4,split-radix,64,21,733,3160.82264666
1,4,split-radix,64,22,733,2805.34242838
1,4,split-radix,64,23,733,3117.07366985
1,4,split-radix,64,24,733,2861.48294679
1,4,split-radix,64,25,733,2866.94815825
1,4,split-radix,64,26,733,2964.62482947
1,4,split-radix,64,27,733,3250.76534789
1,4,split-radix,64,28,733,2733.28376535
1,4,split-radix,64,29,733,2794.11186903
1,4,split-radix,64,30,733,2725.98772169
1,13,stockham-radix2,64,0,517,3792.2688588
1,13,stockham-radix2,64,1,517,3980.22823985
1,13,stockham-radix2,64,2,517,3891.35203095
1,13,stockham-radix2,64,3,517,4292.6073501
1,13,stockham-radix2,64,4,517,4168.82398453
1,13,stockham-radix2,64,5,517,3986.07736944
1,13,stockham-radix2,64,6,517,4032.18181818
1,13,stockham-radix2,64,7,517,3973.13926499
1,13,stockham-radix2,64,8,517,4097.82978723
1,13,stockham-radix2,64,9,517,3794.18762089
1,13,stockham-radix2,64,10,517,3940.96324952
1,13,stockham-radix2,64,11,517,3805.84912959
1,13,stockham-radix2,64,12,517,3964.67311412
1,13,stockham-radix2,64,13,517,4070.5377176
1,13,stockham-radix2,64,14,517,4029.25725338
1,13,stockham-radix2,64,15,517,3802.28433269
1,13,stockham-radix2,64,16,517,3859.9729207
1,13,stockham-radix2,64,17,517,3798.7582205
1,13,stockham-radix2,64,18,517,4132.15667311
1,13,stockham-radix2,64,19,517,3804.43520309
1,13,stockham-radix2,64,20,517,4281.93423598
1,13,stockham-radix2,64,21,517,3985.76789168
1,13,stockham-radix2,64,22,517,4038.39845261
1,13,stockham-radix2,64,23,517,4160.59381044
1,13,stockham-radix2,64,24,517,4100.25145068
1,13,stockham-radix2,64,25,517,4353.49129594
1,13,stockham-radix2,64,26,517,4151.31528046
1,13,stockham-radix2,64,27,517,3907.7794971
1,13,stockham-radix2,64,28,517,3857.60928433
1,13,stockham-radix2,64,29,517,3797.57833656
1,13,stockham-radix2,64,30,517,3972.38297872
1,23,dft,64,0,16,62383.3125
1,23,dft,64,1,16,61979
1,23,dft,64,2,16,63841.125
1,23,dft,64,3,16,71831.75
1,23,dft,64,4,16,64562.1875
1,23,dft,64,5,16,61664.75
1,23,dft,64,6,16,64329.3125
1,23,dft,64,7,16,62364.5625
1,23,dft,64,8,16,61641.625
1,23,dft,64,9,16,61666
1,23,dft,64,10,16,63930
1,23,dft,64,11,16,68091.1875
1,23,dft,64,12,16,64984.0625
1,23,dft,64,13,16,61671.0625
1,23,dft,64,14,16,64126.5625
1,23,dft,64,15,16,61646.625
1,23,dft,64,16,16,61634.0625
1,23,dft,64,17,16,66962
1,23,dft,64,18,16,64734.375
1,23,dft,64,19,16,62031.5625
1,23,dft,64,20,16,64204.125
1,23,dft,64,21,16,61798.125
1,23,dft,64,22,16,63853.625
1,23,dft,64,23,16,61629.0625
1,23,dft,64,24,16,123642.5
1,23,dft,64,25,16,72932.8125
1,23,dft,64,26,16,79843.625
1,23,dft,64,27,16,61605.3125
1,23,dft,64,28,16,61617.8125
1,23,dft,64,29,16,64417.625
1,23,dft,64,30,16,61666
1,24,bluestein,64,0,247,8745.34412955
1,24,bluestein,64,1,247,9053.21052632
1,24,bluestein,64,2,247,8750.02834008
1,24,bluestein,64,3,247,8293.34008097
1,24,bluestein,64,4,247,8118.01214575
1,24,bluestein,64,5,247,8178.22672065
1,24,bluestein,64,6,247,8083.14574899
1,24,bluestein,64,7,247,8192.82591093
1,24,bluestein,64,8,247,8110.23076923
1,24,bluestein,64,9,247,8637.1659919
1,24,bluestein,64,10,247,8396.87044534
1,24,bluestein,64,11,247,9339.34412955
1,24,bluestein,64,12,247,9490.2145749
1,24,bluestein,64,13,247,8715.62348178
1,24,bluestein,64,14,247,8783.25506073
1,24,bluestein,64,15,247,8432.81376518
