session,order,algorithm,N,sample,iterations_per_sample,ns_per_transform
0,2,split-radix,256,0,140,14592.0428571
0,2,split-radix,256,1,140,14223.2071429
0,2,split-radix,256,2,140,14434.7357143
0,2,split-radix,256,3,140,16057.8642857
0,2,split-radix,256,4,140,15001.3642857
0,2,split-radix,256,5,140,14170.0571429
0,2,split-radix,256,6,140,14533.8142857
0,2,split-radix,256,7,140,14162.7642857
0,2,split-radix,256,8,140,14419
0,2,split-radix,256,9,140,14175.7785714
0,2,split-radix,256,10,140,14388.8142857
0,2,split-radix,256,11,140,14184.3642857
0,2,split-radix,256,12,140,14501.9071429
0,2,split-radix,256,13,140,19952.5785714
0,2,split-radix,256,14,140,18972.05
0,2,split-radix,256,15,140,14511.4214286
0,2,split-radix,256,16,140,14489.8857143
0,2,split-radix,256,17,140,17358.6571429
0,2,split-radix,256,18,140,14188.0857143
0,2,split-radix,256,19,140,14911.0142857
0,2,split-radix,256,20,140,14185.2928571
0,2,split-radix,256,21,140,14744.2
0,2,split-radix,256,22,140,14422.2857143
0,2,split-radix,256,23,140,14438.0214286
0,2,split-radix,256,24,140,14423.7214286
0,2,split-radix,256,25,140,14420.0071429
0,2,split-radix,256,26,140,14830.8214286
0,2,split-radix,256,27,140,14509.4928571
0,2,split-radix,256,28,140,14471.65
0,2,split-radix,256,29,140,14839.9857143
0,2,split-radix,256,30,140,14461.3428571
0,6,dft,256,0,1,1099715
0,6,dft,256,1,1,1084421
0,6,dft,256,2,1,1075799
0,6,dft,256,3,1,1072674
0,6,dft,256,4,1,1095238
0,6,dft,256,5,1,1071202
0,6,dft,256,6,1,1072313
0,6,dft,256,7,1,1070221
0,6,dft,256,8,1,1115057
0,6,dft,256,9,1,1071753
0,6,dft,256,10,1,1071322
0,6,dft,256,11,1,1097250
0,6,dft,256,12,1,1071432
0,6,dft,256,13,1,1070621
0,6,dft,256,14,1,1071322
0,6,dft,256,15,1,1103860
0,6,dft,256,16,1,1069560
0,6,dft,256,17,1,1069620
0,6,dft,256,18,1,1069259
0,6,dft,256,19,1,1224419
0,6,dft,256,20,1,1074587
0,6,dft,256,21,1,1118973
0,6,dft,256,22,1,1254675
0,6,dft,256,23,1,1073085
0,6,dft,256,24,1,1071492
0,6,dft,256,25,1,1076870
0,6,dft,256,26,1,1107015
0,6,dft,256,27,1,1071022
0,6,dft,256,28,1,1069730
0,6,dft,256,29,1,1072143
0,6,dft,256,30,1,1094166
0,8,bluestein,256,0,55,37081.8363636
0,8,bluestein,256,1,55,36147.8909091
0,8,bluestein,256,2,55,36408.8363636
0,8,bluestein,256,3,55,36042.8363636
0,8,bluestein,256,4,55,36597.8545455
0,8,bluestein,256,5,55,36036.2727273
0,8,bluestein,256,6,55,36550.3272727
0,8,bluestein,256,7,55,36274.0909091
0,8,bluestein,256,8,55,36435.2363636
0,8,bluestein,256,9,55,35992.9454545
0,8,bluestein,256,10,55,36670.6727273
0,8,bluestein,256,11,55,36162.6545455
0,8,bluestein,256,12,55,36620.0545455
0,8,bluestein,256,13,55,36010.7818182
0,8,bluestein,256,14,55,36559.6
0,8,bluestein,256,15,55,36019.5272727
0,8,bluestein,256,16,55,37774.3090909
0,8,bluestein,256,17,55,36019.5272727
0,8,bluestein,256,18,55,36447.2545455
0,8,bluestein,256,19,55,37204.7454545
0,8,bluestein,256,20,55,36612.2363636
0,8,bluestein,256,21,55,36114.7636364
0,8,bluestein,256,22,55,36464.3636364
0,8,bluestein,256,23,55,36012.6181818
0,8,bluestein,256,24,55,36492.4
0,8,bluestein,256,25,55,36045.9272727
0,8,bluestein,256,26,55,36575.8
0,8,bluestein,256,27,55,36045.4
0,8,bluestein,256,28,55,36552.4909091
0,8,bluestein,256,29,55,36040.2909091
0,8,bluestein,256,30,55,36530.1090909
0,17,radix4,256,0,121,16470.5950413
0,17,radix4,256,1,121,15804.5619835
0,17,radix4,256,2,121,15970.7520661
0,17,radix4,256,3,121,15756.6363636
0,17,radix4,256,4,121,15901.3140496
0,17,radix4,256,5,121,15657.5702479
0,17,radix4,256,6,121,15931.9421488
0,17,radix4,256,7,121,15632.1570248
0,17,radix4,256,8,121,15848.5867769
0,17,radix4,256,9,121,15700.2809917
0,17,radix4,256,10,121,15647.7933884
0,17,radix4,256,11,121,15848.2644628
0,17,radix4,256,12,121,16163.7768595
0,17,radix4,256,13,121,16029.5206612
0,17,radix4,256,14,121,15677.1818182
0,17,radix4,256,15,121,16071.4049587
0,17,radix4,256,16,121,15783.6198347
0,17,radix4,256,17,121,15820.6942149
0,17,radix4,256,18,121,15603.4380165
0,17,radix4,256,19,121,15840.5702479
0,17,radix4,256,20,121,15671.3884298
0,17,radix4,256,21,121,15836.5041322
0,17,radix4,256,22,121,15726.3471074
0,17,radix4,256,23,121,15826.4958678
0,17,radix4,256,24,121,15618.338843
0,17,radix4,256,25,121,15876.9008264
0,17,radix4,256,26,121,16963.7190083
0,17,radix4,256,27,121,16052.9504132
0,17,radix4,256,28,121,15659.8842975
0,17,radix4,256,29,121,15933.5950413
0,17,radix4,256,30,121,15739.2561983
0,19,radix2-iterative,256,0,575,3189.61043478
0,19,radix2-iterative,256,1,575,3213.24521739
0,19,radix2-iterative,256,2,575,3156.39478261
0,19,radix2-iterative,256,3,575,3158.71130435
0,19,radix2-iterative,256,4,575,3235.8
0,19,radix2-iterative,256,5,575,3148.34782609
0,19,radix2-iterative,256,6,575,3234.82434783
0,19,radix2-iterative,256,7,575,3157.54434783
0,19,radix2-iterative,256,8,575,3217.75478261
0,19,radix2-iterative,256,9,575,3168.96869565
0,19,radix2-iterative,256,10,575,3306.61913043
0,19,radix2-iterative,256,11,575,3176.89565217
0,19,radix2-iterative,256,12,575,3691.97217391
0,19,radix2-iterative,256,13,575,3262.39478261
0,19,radix2-iterative,256,14,575,3229.16521739
0,19,radix2-iterative,256,15,575,3618.71652174
0,19,radix2-iterative,256,16,575,3230.69565217
0,19,radix2-iterative,256,17,575,3150.14086957
